# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = test_model
# start_datetime = 2021-06-14 13:33:58 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../cmdstan/myTest/test.data.json
# init = 2 (Default)
# random
#   seed = 300164798 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = %%NAME%%3 %%VERSION%%
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,r,z
# Adaptation terminated
# Step size = 0.937857
# Diagonal elements of inverse mass matrix:
# 0.440738
-6.83561,0.976263,0.937857,1,3,0,6.92292,0.304577,1,nan
-6.80607,1,0.937857,2,3,0,6.83607,0.29411,1,nan
-6.79991,1,0.937857,1,1,0,6.81518,0.291632,1,nan
-6.8806,0.950155,0.937857,1,3,0,7.11323,0.189591,1,nan
-7.03924,0.973134,0.937857,1,1,0,7.03985,0.163546,1,nan
-6.88401,1,0.937857,1,1,0,7.01355,0.188875,1,nan
-6.85704,0.990672,0.937857,2,3,0,7.01677,0.194868,1,nan
-6.76869,0.990299,0.937857,1,3,0,6.96864,0.275969,1,nan
-6.95809,0.930521,0.937857,2,3,0,7.20959,0.175348,1,nan
-6.80839,0.973535,0.937857,1,3,0,7.23088,0.295014,1,nan
-6.8407,0.834169,0.937857,2,3,0,7.9608,0.198921,1,nan
-6.74894,0.966175,0.937857,2,3,0,7.12446,0.244682,1,nan
-6.78678,0.994663,0.937857,2,3,0,6.79414,0.216321,1,nan
-6.77266,1,0.937857,1,1,0,6.78598,0.222957,1,nan
-6.77358,0.958615,0.937857,2,3,0,7.09442,0.222473,1,nan
-7.04901,0.963851,0.937857,2,3,0,7.10985,0.162271,1,nan
-7.76074,0.923453,0.937857,2,3,0,8.01803,0.104948,1,nan
-6.75047,1,0.937857,2,3,0,7.58885,0.241313,1,nan
-6.75842,0.999108,0.937857,2,7,0,6.75853,0.268305,1,nan
-6.86959,0.979593,0.937857,1,3,0,6.87677,0.314728,1,nan
-7.07961,0.947348,0.937857,1,1,0,7.08335,0.359664,1,nan
-7.15378,0.843182,0.937857,1,3,0,8.25743,0.150027,1,nan
-7.26039,0.984725,0.937857,1,1,0,7.29874,0.139578,1,nan
-7.36471,0.985892,0.937857,1,1,0,7.4172,0.130736,1,nan
-6.76885,0.974034,0.937857,1,3,0,7.74461,0.276069,1,nan
-6.76885,0.932838,0.937857,1,3,0,7.06772,0.276069,1,nan
-7.44854,0.811442,0.937857,2,7,0,8.07208,0.124388,1,nan
-7.07745,0.898457,0.937857,1,3,0,8.69204,0.359284,1,nan
-7.13567,0.808278,0.937857,1,3,0,8.21006,0.151981,1,nan
-6.99452,1,0.937857,1,1,0,7.1253,0.169753,1,nan
-7.69182,0.785747,0.937857,2,3,0,9.0851,0.108777,1,nan
-7.792,0.989006,0.937857,1,1,0,7.8955,0.103282,1,nan
-7.05193,0.918373,0.937857,2,3,0,9.1128,0.161895,1,nan
-6.75219,0.994536,0.937857,1,3,0,7.08854,0.238703,1,nan
-7.84645,0.769012,0.937857,2,3,0,8.45045,0.100479,1,nan
-6.80246,0.989381,0.937857,2,3,0,7.99431,0.210341,1,nan
-6.77518,0.882253,0.937857,2,3,0,7.8954,0.279858,1,nan
-6.75755,1,0.937857,1,1,0,6.77119,0.267518,1,nan
-6.80822,0.980671,0.937857,1,3,0,6.87683,0.208386,1,nan
-6.78833,1,0.937857,2,3,0,6.80799,0.215677,1,nan
-6.99731,0.98504,0.937857,2,3,0,6.9974,0.344322,1,nan
-7.05071,0.995328,0.937857,2,3,0,7.10143,0.3545,1,nan
-7.12398,0.816421,0.937857,1,3,0,8.13383,0.153275,1,nan
-6.94096,0.934256,0.937857,1,3,0,7.80861,0.332425,1,nan
-7.12321,0.953136,0.937857,1,1,0,7.14174,0.367078,1,nan
-6.74852,1,0.937857,2,3,0,7.11499,0.246083,1,nan
-6.94839,0.953695,0.937857,1,3,0,7.02751,0.176937,1,nan
-7.08347,0.992721,0.937857,2,3,0,7.0913,0.157974,1,nan
-6.75186,0.994064,0.937857,1,3,0,7.12977,0.239158,1,nan
-7.39266,0.914435,0.937857,2,3,0,7.42193,0.128551,1,nan
-7.4094,0.996217,0.937857,2,7,0,7.42587,0.408216,1,nan
-6.98851,1,0.937857,1,1,0,7.30564,0.342553,1,nan
-6.98299,1,0.937857,2,3,0,7.04409,0.341428,1,nan
-6.75581,1,0.937857,2,3,0,6.9486,0.234616,1,nan
-7.61988,0.82612,0.937857,1,3,0,7.92652,0.433252,1,nan
-9.69955,0.807754,0.937857,2,3,0,9.72797,0.595416,1,nan
-7.37168,1,0.937857,1,1,0,9.03208,0.40335,1,nan
-7.16692,1,0.937857,1,1,0,7.38559,0.374122,1,nan
-7.90202,0.813814,0.937857,1,1,0,7.92374,0.462622,1,nan
-7.85726,1,0.937857,2,7,0,7.87479,0.0999371,1,nan
-6.78667,0.977477,0.937857,1,3,0,8.04871,0.216366,1,nan
-7.38199,0.945757,0.937857,2,3,0,7.41466,0.404695,1,nan
-7.28332,1,0.937857,1,1,0,7.47391,0.391386,1,nan
-7.27174,1,0.937857,1,1,0,7.41384,0.389752,1,nan
-8.46697,0.711614,0.937857,1,1,0,8.48339,0.512137,1,nan
-7.87638,1,0.937857,2,3,0,8.50327,0.460111,1,nan
-7.81466,1,0.937857,1,1,0,8.13609,0.453945,1,nan
-7.02836,1,0.937857,2,3,0,7.60074,0.35035,1,nan
-6.84539,0.957869,0.937857,2,3,0,7.35963,0.307662,1,nan
-6.85474,0.99768,0.937857,1,1,0,6.8757,0.310479,1,nan
-7.83685,0.636891,0.937857,1,3,0,9.2373,0.100965,1,nan
-7.12332,0.873048,0.937857,1,3,0,9.54232,0.367095,1,nan
-7.24961,0.966125,0.937857,1,1,0,7.32065,0.386582,1,nan
-7.24961,0.994193,0.937857,1,1,0,7.39042,0.386582,1,nan
-6.84723,1,0.937857,2,7,0,7.16303,0.197257,1,nan
-6.89194,0.9604,0.937857,1,3,0,7.19972,0.320689,1,nan
-6.77362,0.988285,0.937857,2,3,0,6.98123,0.278969,1,nan
-6.91483,0.946985,0.937857,1,3,0,7.11255,0.182818,1,nan
-6.75866,0.999574,0.937857,2,3,0,6.91798,0.232066,1,nan
-7.38111,0.870959,0.937857,1,3,0,7.61825,0.129445,1,nan
-6.96657,0.991036,0.937857,2,3,0,7.53954,0.173996,1,nan
-8.2346,0.724413,0.937857,2,3,0,9.61888,0.0834567,1,nan
-7.82215,1,0.937857,1,1,0,8.23079,0.101715,1,nan
-7.68528,1,0.937857,1,1,0,7.89839,0.109152,1,nan
-6.75907,0.984829,0.937857,1,3,0,7.9069,0.231731,1,nan
-7.26466,0.896729,0.937857,1,3,0,7.43716,0.139192,1,nan
-9.22252,0.798947,0.937857,1,3,0,9.64573,0.0547316,1,nan
-8.86479,1,0.937857,1,1,0,9.31391,0.0633888,1,nan
-7.23662,0.869007,0.937857,1,3,0,11.9419,0.38469,1,nan
-7.3762,0.638571,0.937857,2,3,0,10.0293,0.129829,1,nan
-7.82244,0.947107,0.937857,1,1,0,7.82857,0.1017,1,nan
-8.11214,0.971257,0.937857,1,1,0,8.17479,0.0883376,1,nan
-8.73334,0.982814,0.937857,2,3,0,8.75383,0.0670001,1,nan
-6.9905,0.978067,0.937857,2,7,0,8.44452,0.342957,1,nan
-6.95559,0.894445,0.937857,1,3,0,7.62897,0.175753,1,nan
-10.6755,0.475601,0.937857,1,3,0,13.1216,0.0313362,1,nan
-10.0037,1,0.937857,1,1,0,10.7271,0.0403113,1,nan
-7.32635,0.917993,0.937857,1,3,0,10.517,0.133853,1,nan
-6.76628,1,0.937857,2,3,0,7.27079,0.226633,1,nan
-7.3506,0.871689,0.937857,1,3,0,7.64052,0.400572,1,nan
-7.21974,1,0.937857,2,3,0,7.41055,0.382198,1,nan
-7.73907,0.864362,0.937857,1,1,0,7.78674,0.446152,1,nan
-7.18324,1,0.937857,1,1,0,7.62029,0.376665,1,nan
-7.31917,0.963236,0.937857,1,1,0,7.40461,0.396343,1,nan
-6.75245,0.998798,0.937857,1,3,0,7.28591,0.261882,1,nan
-6.83044,0.960569,0.937857,2,3,0,7.00658,0.201678,1,nan
-6.81319,1,0.937857,1,1,0,6.83564,0.20678,1,nan
-6.80078,1,0.937857,1,1,0,6.81814,0.210933,1,nan
-6.77865,0.98674,0.937857,2,7,0,6.90234,0.281755,1,nan
-7.03373,0.940067,0.937857,2,3,0,7.23826,0.35136,1,nan
-7.73836,0.646054,0.937857,1,3,0,9.54306,0.106167,1,nan
-8.18812,0.955039,0.937857,1,1,0,8.21368,0.0852626,1,nan
-7.54575,1,0.937857,1,1,0,8.11833,0.117707,1,nan
-7.19722,1,0.937857,1,1,0,7.50365,0.145566,1,nan
-6.97975,1,0.937857,1,1,0,7.16551,0.171955,1,nan
-7.03213,0.925958,0.937857,1,3,0,7.70519,0.35106,1,nan
-7.25491,0.980546,0.937857,2,3,0,7.28941,0.387347,1,nan
-7.66263,0.891781,0.937857,1,1,0,7.72976,0.437972,1,nan
-7.78683,0.964968,0.937857,1,1,0,8.0085,0.451108,1,nan
-7.67606,1,0.937857,1,1,0,7.98308,0.439433,1,nan
-7.05127,1,0.937857,2,7,0,7.56495,0.161979,1,nan
-6.96884,0.939669,0.937857,1,3,0,7.72901,0.338486,1,nan
-7.09597,0.880224,0.937857,2,3,0,7.80364,0.362494,1,nan
-7.2946,0.743088,0.937857,1,3,0,8.62553,0.136547,1,nan
-6.75183,0.991245,0.937857,1,3,0,7.40624,0.239195,1,nan
-6.84478,0.975495,0.937857,1,3,0,6.90245,0.307473,1,nan
-6.75154,1,0.937857,2,3,0,6.82893,0.239617,1,nan
-7.2929,0.884353,0.937857,1,3,0,7.48601,0.392726,1,nan
-6.82897,1,0.937857,2,3,0,7.1947,0.202086,1,nan
-6.85209,0.972598,0.937857,2,3,0,7.13003,0.309693,1,nan
-6.91322,0.984731,0.937857,1,1,0,6.92653,0.325981,1,nan
-6.78364,1,0.937857,2,7,0,6.88559,0.217665,1,nan
-6.74811,0.980112,0.937857,2,3,0,6.93775,0.248308,1,nan
-7.02888,0.938419,0.937857,1,3,0,7.11403,0.350448,1,nan
-6.7748,1,0.937857,2,3,0,6.97772,0.221844,1,nan
-6.78369,0.98862,0.937857,2,7,0,6.86561,0.284333,1,nan
-7.33225,0.824235,0.937857,2,7,0,7.92371,0.133363,1,nan
-6.8131,0.98717,0.937857,1,3,0,7.32135,0.20681,1,nan
-6.77945,0.984852,0.937857,2,7,0,6.92482,0.282174,1,nan
-6.85152,0.964141,0.937857,1,3,0,7.01078,0.196197,1,nan
-6.76771,0.989048,0.937857,1,3,0,6.95748,0.275332,1,nan
-6.86529,0.987213,0.937857,2,7,0,6.86622,0.192952,1,nan
-6.75065,0.997957,0.937857,1,3,0,6.87038,0.241003,1,nan
-6.83031,0.979184,0.937857,1,3,0,6.87711,0.302839,1,nan
-7.62453,0.70731,0.937857,1,3,0,8.6925,0.112742,1,nan
-6.865,0.921068,0.937857,1,3,0,8.51596,0.313441,1,nan
-9.28552,0.652283,0.937857,2,7,0,9.36263,0.053362,1,nan
-8.91716,0.982713,0.937857,2,3,0,10.2467,0.0620194,1,nan
-7.00197,0.94387,0.937857,1,3,0,9.21667,0.168673,1,nan
-7.01604,0.997719,0.937857,1,1,0,7.05762,0.166685,1,nan
-6.76873,0.999015,0.937857,2,7,0,6.96305,0.275994,1,nan
-6.75923,0.994572,0.937857,2,3,0,6.81639,0.231607,1,nan
-6.87427,0.967439,0.937857,1,3,0,6.97079,0.316015,1,nan
-7.06888,0.867621,0.937857,1,3,0,7.66175,0.159757,1,nan
-6.97202,1,0.937857,1,1,0,7.06977,0.173143,1,nan
-6.75014,0.968228,0.937857,2,3,0,7.28711,0.258192,1,nan
-6.77322,0.997271,0.937857,2,3,0,6.77327,0.222663,1,nan
-6.75233,0.997156,0.937857,1,3,0,6.7969,0.261717,1,nan
-6.75233,0.851587,0.937857,1,3,0,7.5434,0.261717,1,nan
-7.64185,0.873954,0.937857,2,3,0,7.64615,0.111698,1,nan
-6.92681,0.979189,0.937857,1,3,0,7.60071,0.180643,1,nan
-6.85779,1,0.937857,1,1,0,6.92069,0.19469,1,nan
-8.17703,0.754987,0.937857,1,3,0,9.04048,0.487985,1,nan
-7.35651,1,0.937857,2,3,0,7.99539,0.401356,1,nan
-7.35651,0.802363,0.937857,1,3,0,8.48487,0.401356,1,nan
-7.35651,0.707895,0.937857,1,1,0,8.24636,0.401356,1,nan
-6.86254,0.926237,0.937857,2,3,0,7.91751,0.312742,1,nan
-8.30486,0.520039,0.937857,1,3,0,10.3212,0.0808271,1,nan
-8.28384,1,0.937857,1,1,0,8.49234,0.0816015,1,nan
-6.75889,0.927117,0.937857,1,3,0,9.20138,0.268724,1,nan
-6.76147,0.999409,0.937857,1,1,0,6.7633,0.270866,1,nan
-6.76147,0.662683,0.937857,1,3,0,8.71287,0.270866,1,nan
-9.03358,0.42033,0.937857,1,3,0,11.3262,0.0591062,1,nan
-10.0582,0.943519,0.937857,1,1,0,10.0637,0.0394838,1,nan
-10.5124,0.981521,0.937857,1,1,0,10.6503,0.0332876,1,nan
-11.1686,0.977941,0.937857,1,1,0,11.2644,0.0261656,1,nan
-10.7009,1,0.937857,1,1,0,11.3065,0.0310439,1,nan
-6.7576,0.981757,0.937857,3,7,0,9.94001,0.267559,1,nan
-6.76249,0.896023,0.937857,2,3,0,7.50274,0.229148,1,nan
-7.53985,0.841365,0.937857,1,3,0,7.85037,0.118094,1,nan
-6.79238,0.955458,0.937857,1,3,0,8.12933,0.288401,1,nan
-6.95451,0.929001,0.937857,1,3,0,7.23788,0.175929,1,nan
-7.88337,0.940953,0.937857,2,3,0,7.88457,0.460797,1,nan
-7.9078,0.992962,0.937857,1,1,0,8.21276,0.463185,1,nan
-7.9078,0.332901,0.937857,1,1,0,10.6825,0.463185,1,nan
-7.25765,1,0.937857,1,1,0,7.76903,0.38774,1,nan
-7.58248,0.693558,0.937857,2,3,0,9.4127,0.429033,1,nan
-7.05373,1,0.937857,1,1,0,7.45168,0.35505,1,nan
-6.76387,1,0.937857,1,3,0,7.01007,0.272679,1,nan
-7.52671,0.778649,0.937857,1,3,0,8.1887,0.118964,1,nan
-7.13612,0.888421,0.937857,1,3,0,8.96063,0.369196,1,nan
-8.047,0.774858,0.937857,1,1,0,8.05643,0.476332,1,nan
-7.35091,1,0.937857,2,7,0,8.00474,0.131841,1,nan
-7.09524,1,0.937857,1,1,0,7.32074,0.156573,1,nan
-6.92103,0.843952,0.937857,2,3,0,9.57918,0.327843,1,nan
-6.83557,1,0.937857,1,1,0,6.90656,0.304564,1,nan
-6.8839,0.996011,0.937857,2,3,0,6.89532,0.318597,1,nan
-7.17434,0.844057,0.937857,1,3,0,7.9068,0.147877,1,nan
-7.11443,1,0.937857,1,1,0,7.21052,0.154351,1,nan
-7.84064,0.923413,0.937857,2,3,0,8.13303,0.100773,1,nan
-7.53803,1,0.937857,1,1,0,7.84235,0.118214,1,nan
-7.35378,0.88621,0.937857,2,3,0,9.28975,0.131609,1,nan
-6.86361,0.996064,0.937857,2,3,0,7.41284,0.193335,1,nan
-6.90034,0.993454,0.937857,1,1,0,6.91306,0.185577,1,nan
-6.82455,1,0.937857,1,1,0,6.88813,0.203347,1,nan
-6.83049,0.947711,0.937857,2,3,0,7.35044,0.302899,1,nan
-6.89258,0.946178,0.937857,1,3,0,7.20108,0.187116,1,nan
-7.52071,0.918049,0.937857,1,3,0,7.58643,0.119366,1,nan
-6.81716,0.93136,0.937857,2,7,0,8.18722,0.29828,1,nan
-6.79173,1,0.937857,1,1,0,6.81619,0.288112,1,nan
-6.86238,0.956641,0.937857,2,7,0,7.05952,0.193618,1,nan
-6.89535,0.994107,0.937857,1,1,0,6.9087,0.18656,1,nan
-6.89535,0.814684,0.937857,1,3,0,8.53659,0.18656,1,nan
-7.92408,0.934974,0.937857,2,3,0,7.94213,0.464761,1,nan
-8.41041,0.956111,0.937857,2,3,0,8.6462,0.507604,1,nan
-7.38845,1,0.937857,1,1,0,8.16243,0.40553,1,nan
-6.8778,0.918761,0.937857,2,3,0,8.01449,0.316972,1,nan
-6.90421,0.940538,0.937857,1,3,0,7.31548,0.184824,1,nan
-6.83724,0.920866,0.937857,2,3,0,7.6503,0.199831,1,nan
-6.76373,0.997998,0.937857,2,3,0,6.85801,0.228291,1,nan
-6.74849,0.991848,0.937857,2,3,0,6.82579,0.253843,1,nan
-6.74812,0.937945,0.937857,2,3,0,7.20414,0.248219,1,nan
-6.85045,0.976282,0.937857,1,3,0,6.88623,0.3092,1,nan
-6.90144,0.942162,0.937857,1,3,0,7.25861,0.185361,1,nan
-6.91877,0.959396,0.937857,1,3,0,7.353,0.327307,1,nan
-6.74817,0.996771,0.937857,1,3,0,6.93896,0.247884,1,nan
-6.82414,0.98232,0.937857,1,3,0,6.85186,0.203465,1,nan
-6.9505,0.949593,0.937857,1,3,0,7.24818,0.334542,1,nan
-6.84838,0.964165,0.937857,2,3,0,7.2438,0.308576,1,nan
-6.85663,0.887058,0.937857,2,3,0,7.63189,0.194965,1,nan
-6.87391,0.996873,0.937857,1,1,0,6.89006,0.19103,1,nan
-7.42929,0.926555,0.937857,1,3,0,7.48426,0.125793,1,nan
-6.81867,0.995999,0.937857,2,7,0,7.30421,0.298823,1,nan
-7.05249,0.888247,0.937857,1,3,0,7.49648,0.161823,1,nan
-6.99364,1,0.937857,1,1,0,7.07082,0.169882,1,nan
-7.20594,0.989116,0.937857,2,3,0,7.20979,0.144707,1,nan
-7.04566,1,0.937857,2,3,0,7.19612,0.162705,1,nan
-6.74812,0.991775,0.937857,1,3,0,7.13096,0.251734,1,nan
-6.87734,0.96757,0.937857,1,3,0,6.93968,0.190289,1,nan
-8.13345,0.830499,0.937857,2,3,0,8.48067,0.0874594,1,nan
-7.72305,1,0.937857,1,1,0,8.1218,0.107014,1,nan
-7.25329,0.871293,0.937857,1,3,0,9.5804,0.387114,1,nan
-7.48187,0.722071,0.937857,2,3,0,9.20307,0.417212,1,nan
-7.12614,1,0.937857,1,1,0,7.42568,0.367561,1,nan
-6.74851,0.993803,0.937857,1,3,0,7.16419,0.246117,1,nan
-6.7501,0.99811,0.937857,2,3,0,6.76218,0.258122,1,nan
-7.36924,0.837939,0.937857,1,3,0,7.77899,0.130377,1,nan
-6.85661,0.937632,0.937857,1,3,0,8.04617,0.311027,1,nan
-6.87861,0.941463,0.937857,1,3,0,7.22079,0.190015,1,nan
-6.76607,0.988174,0.937857,1,3,0,6.99392,0.274235,1,nan
-7.18981,0.940285,0.937857,2,3,0,7.19016,0.146306,1,nan
-10.7061,0.847247,0.937857,2,3,0,10.8446,0.648351,1,nan
-6.79704,1,0.937857,2,3,0,10.0953,0.290429,1,nan
-6.78149,1,0.937857,1,1,0,6.79781,0.283231,1,nan
-6.75011,0.99732,0.937857,1,3,0,6.79902,0.241977,1,nan
-6.75382,0.986686,0.937857,2,3,0,6.8431,0.2367,1,nan
-6.87913,0.986968,0.937857,2,3,0,6.88472,0.317328,1,nan
-7.34909,0.787817,0.937857,1,3,0,8.26552,0.131987,1,nan
-7.87798,0.960752,0.937857,2,7,0,8.00156,0.460268,1,nan
-6.78625,1,0.937857,2,3,0,7.77414,0.216544,1,nan
-6.83775,0.975245,0.937857,1,3,0,6.98251,0.305264,1,nan
-6.92763,0.951314,0.937857,2,3,0,7.20341,0.329386,1,nan
-7.14056,0.945559,0.937857,1,1,0,7.1536,0.369917,1,nan
-6.75533,0.999492,0.937857,1,3,0,7.10621,0.265312,1,nan
-6.75501,1,0.937857,2,7,0,6.75524,0.235421,1,nan
-7.99338,0.851783,0.937857,2,3,0,8.28448,0.471356,1,nan
-7.1111,1,0.937857,1,1,0,7.75469,0.36506,1,nan
-6.74834,0.996215,0.937857,1,3,0,7.11854,0.253148,1,nan
-6.78531,0.994571,0.937857,2,3,0,6.79406,0.285126,1,nan
-7.25314,0.840924,0.937857,1,3,0,7.77953,0.140238,1,nan
-6.98471,0.922771,0.937857,1,3,0,8.13523,0.341781,1,nan
-7.63051,0.727288,0.937857,2,3,0,8.87259,0.434436,1,nan
-7.01246,1,0.937857,1,1,0,7.46672,0.347304,1,nan
-6.81901,1,0.937857,1,1,0,6.96398,0.298946,1,nan
-6.81646,1,0.937857,1,1,0,6.83384,0.298027,1,nan
-6.80963,1,0.937857,1,1,0,6.82758,0.295489,1,nan
-6.7705,1,0.937857,1,1,0,6.80071,0.277106,1,nan
-6.7682,0.995857,0.937857,2,3,0,6.81029,0.275653,1,nan
-6.76054,0.995619,0.937857,1,3,0,6.80897,0.230574,1,nan
-6.75384,0.997827,0.937857,1,3,0,6.78141,0.263642,1,nan
-6.74855,0.999458,0.937857,1,3,0,6.75759,0.245967,1,nan
-6.79429,0.990014,0.937857,1,3,0,6.80705,0.213319,1,nan
-7.16954,0.940324,0.937857,1,3,0,7.22428,0.148372,1,nan
-7.28026,0.984294,0.937857,1,1,0,7.31963,0.1378,1,nan
-7.26112,1,0.937857,1,1,0,7.35607,0.139512,1,nan
-7.26112,0.744099,0.937857,1,3,0,10.461,0.139512,1,nan
-7.2936,0.995514,0.937857,1,1,0,7.36758,0.136634,1,nan
-7.48919,0.974605,0.937857,1,1,0,7.52397,0.121513,1,nan
-6.78715,0.99582,0.937857,2,7,0,7.34248,0.286003,1,nan
-7.10951,0.882498,0.937857,1,3,0,7.51475,0.154914,1,nan
-7.41329,0.957356,0.937857,1,1,0,7.41717,0.126984,1,nan
-7.91091,0.942565,0.937857,1,1,0,7.91489,0.0973119,1,nan
-6.74866,0.972041,0.937857,1,3,0,8.43133,0.254486,1,nan
-6.75052,0.999777,0.937857,2,7,0,6.75057,0.241228,1,nan
-6.82878,0.979584,0.937857,1,3,0,6.87436,0.302325,1,nan
-6.82429,1,0.937857,1,1,0,6.84458,0.300799,1,nan
-7.16322,0.856753,0.937857,1,3,0,7.73166,0.149031,1,nan
-7.29244,0.981698,0.937857,1,1,0,7.32671,0.136734,1,nan
-6.78947,0.96686,0.937857,1,3,0,7.71443,0.287086,1,nan
-6.78393,0.987194,0.937857,1,3,0,6.89617,0.217538,1,nan
-6.94453,0.977252,0.937857,1,3,0,6.95369,0.177582,1,nan
-8.37151,0.81688,0.937857,1,3,0,8.73641,0.0784379,1,nan
-7.90274,1,0.937857,2,3,0,8.35936,0.0977043,1,nan
-7.34917,1,0.937857,1,1,0,7.83533,0.13198,1,nan
-7.28561,1,0.937857,1,1,0,7.40795,0.13733,1,nan
-6.7482,0.984576,0.937857,1,3,0,7.46599,0.252332,1,nan
-6.75155,0.996648,0.937857,2,3,0,6.77069,0.239606,1,nan
-6.97969,0.951313,0.937857,1,3,0,7.05118,0.171965,1,nan
-7.19612,0.966426,0.937857,1,1,0,7.19879,0.145675,1,nan
-9.23929,0.787656,0.937857,1,3,0,9.7548,0.0543628,1,nan
-8.858,1,0.937857,1,1,0,9.32211,0.063569,1,nan
-8.91293,0.996244,0.937857,1,1,0,9.13242,0.0621286,1,nan
-6.74842,1,0.937857,2,3,0,8.52215,0.246499,1,nan
-6.75036,0.958225,0.937857,2,3,0,7.05659,0.258613,1,nan
-8.70893,0.746434,0.937857,2,7,0,8.7092,0.0676996,1,nan
-7.46309,0.994384,0.937857,2,3,0,8.92475,0.123345,1,nan
-11.0979,0.84862,0.937857,2,3,0,11.1269,0.6664,1,nan
-7.72532,1,0.937857,1,1,0,10.1352,0.444703,1,nan
-6.97496,1,0.937857,1,1,0,7.52162,0.339771,1,nan
-7.01777,0.996277,0.937857,2,3,0,7.06472,0.348331,1,nan
-7.18258,0.956772,0.937857,1,1,0,7.22081,0.376564,1,nan
-6.92138,0.916976,0.937857,2,3,0,7.80709,0.327926,1,nan
-6.92138,0.98556,0.937857,1,1,0,6.99382,0.327926,1,nan
-6.92112,0.916449,0.937857,1,3,0,7.43072,0.181667,1,nan
-6.92387,0.999425,0.937857,2,7,0,6.9266,0.328509,1,nan
-6.89525,0.927138,0.937857,1,3,0,7.37509,0.18658,1,nan
-6.92877,0.994172,0.937857,1,1,0,6.9474,0.180296,1,nan
-7.02376,0.976374,0.937857,2,3,0,7.23345,0.165622,1,nan
-7.09583,0.91345,0.937857,1,3,0,7.90224,0.36247,1,nan
-6.89681,1,0.937857,2,7,0,7.07507,0.186271,1,nan
-8.00732,0.928836,0.937857,2,3,0,8.0318,0.472659,1,nan
-8.13728,0.962989,0.937857,1,1,0,8.45717,0.484482,1,nan
-8.62089,0.868896,0.937857,1,1,0,8.91684,0.524081,1,nan
-8.2676,1,0.937857,1,1,0,8.87271,0.495784,1,nan
-8.42531,0.955185,0.937857,1,1,0,8.81531,0.508806,1,nan
-9.1378,0.813772,0.937857,1,1,0,9.47859,0.56063,1,nan
-8.56055,1,0.937857,1,1,0,9.37079,0.519464,1,nan
-7.20783,1,0.937857,1,1,0,8.18188,0.380416,1,nan
-6.88563,1,0.937857,1,1,0,7.12518,0.319052,1,nan
-6.92178,0.920637,0.937857,1,3,0,7.36855,0.181546,1,nan
-8.52071,0.724942,0.937857,1,3,0,9.68925,0.51637,1,nan
-8.46074,1,0.937857,2,7,0,8.4936,0.0753882,1,nan
-7.75891,1,0.937857,1,1,0,8.39363,0.105046,1,nan
-6.78693,0.930828,0.937857,2,7,0,8.47341,0.285901,1,nan
-6.82586,0.996894,0.937857,2,3,0,6.82847,0.301337,1,nan
-6.80516,0.973642,0.937857,1,3,0,7.00451,0.209411,1,nan
-6.80496,0.999913,0.937857,2,7,0,6.80605,0.293674,1,nan
-7.43828,0.906958,0.937857,2,7,0,7.44169,0.125134,1,nan
-6.752,0.9881,0.937857,1,3,0,7.60236,0.238959,1,nan
-6.947,0.952762,0.937857,1,3,0,7.04269,0.333772,1,nan
-6.801,1,0.937857,1,1,0,6.91098,0.292081,1,nan
-6.96015,0.923409,0.937857,2,7,0,7.2708,0.175017,1,nan
-6.76132,0.945392,0.937857,2,3,0,7.47556,0.229991,1,nan
-6.76425,0.9944,0.937857,2,7,0,6.80388,0.272956,1,nan
-6.76379,1,0.937857,2,7,0,6.76411,0.228255,1,nan
-6.86426,0.984565,0.937857,2,3,0,6.90307,0.193187,1,nan
-7.18285,0.905835,0.937857,1,3,0,7.69635,0.376605,1,nan
-6.93975,1,0.937857,2,7,0,7.16043,0.178391,1,nan
-7.05476,0.92498,0.937857,1,3,0,7.66246,0.355237,1,nan
-7.14488,0.807416,0.937857,1,3,0,8.19082,0.15098,1,nan
-6.96155,0.901709,0.937857,2,3,0,8.2868,0.174793,1,nan
-6.77381,0.996537,0.937857,1,3,0,6.94502,0.222356,1,nan
-6.755,0.9964,0.937857,1,3,0,6.80497,0.264956,1,nan
-7.08772,0.904025,0.937857,1,3,0,7.33927,0.157464,1,nan
-7.4078,0.954615,0.937857,1,1,0,7.40968,0.127398,1,nan
-7.07462,1,0.937857,1,1,0,7.36001,0.15905,1,nan
-6.9409,1,0.937857,1,1,0,7.05986,0.178195,1,nan
